	en	zh
7859	it's just what i wanted .	我想要的就是这个。
7860	it's my turn to do that .	轮到我做了。
7861	it's nearly six o'clock .	差不多六点了。
7862	it's not a dream at all .	它根本不是梦。
7863	it's one of the reasons .	这是其中一个原因。
7864	it's unfortunately true .	可惜这是真的。
7865	it's very uncomfortable .	真让人不舒服。
7866	it's wrong to tell lies .	说谎是错误的。
7867	it's your favorite song .	它是你最喜欢的歌。
7868	keep an eye on the bags .	把包包看好。
7869	keep it in a cool place .	保存在阴凉的地方。
7870	leave no stone unturned .	把这里翻个底朝天！
7871	leave the room as it is .	保留原状地离开房间。
7872	let me have a try at it .	让我试试。
7873	let me introduce myself .	请允许我自我介绍一下。
7874	let them have their fun .	让他们闹去。
7875	let's all pray together .	大家来一起祈祷吧。
7876	let's drive to the lake .	让我们开车到湖边。
7877	let's end this nonsense .	我们不要再说废话了。
7878	let's forget it for now .	让我们现在忘了它吧。
7879	let's order two bottles .	咱们点两瓶吧。
7880	let's stay here tonight .	让我们今晚留在这里吧。
7881	life has been very hard .	生活很艰苦。
7882	listen , i've got to run .	听着，我要跑了。
7883	london is on the thames .	伦敦在泰唔士河旁。
7884	looks aren't everything .	外表并不是全部。
7885	man cannot live forever .	人无法长生不死。
7886	mary can speak japanese .	玛丽会讲日语。
7887	mary dyed her hair blue .	玛丽把头发染成蓝色。
7888	mary has just come home .	玛丽刚刚回家。
7889	mary is tom's secretary .	玛丽是汤姆的秘书。
7890	mary works as a cashier .	玛丽是个收银员。
7891	may i borrow your knife ?	我能借一下你的刀吗？
7892	may i see the wine list ?	我可以看一下酒单吗？
7893	may i see your passport ?	我可以看看你的护照吗？
7894	may i take your picture ?	我可以帮你照相吗？
7895	most boys like baseball .	大部分男生喜欢棒球。
7896	my brother is a teacher .	我的哥哥是老师。
7897	my camera is waterproof .	我的照相机是防水的。
7898	my father quit drinking .	父亲戒酒了。
7899	my mother isn't at home .	我妈妈不在家。
7900	my parents are divorced .	我父母离婚了。
7901	my passport has expired .	我的护照过期了。
7902	my plan is to buy a car .	我打算买辆车。
7903	my son is ten years old .	我儿子十岁了。
7904	my strength is all gone .	我的力气耗尽了。
7905	my uncle gave me a book .	我的叔叔给了我一本书。
7906	my uncle gave me a gift .	我叔叔给了我一份礼物。
7907	my uncle gave me a gift .	我叔叔送了我一样礼物。
7908	no one came except mary .	除了玛丽没有人来。
7909	no one ran ahead of him .	没有人跑在他前面。
7910	no one voted against it .	没有人投反对票。
7911	no students were absent .	没有学生缺席。
7912	no , thank you . i'm full .	不，谢谢你。我吃饱了。
7913	nobody gave us a chance .	没人给我们机会。
7914	nobody knows how i feel .	没人体会我的感受。
7915	nobody voted against it .	没有人投反对票。
7916	nobody will believe you .	没人会相信你。
7917	not everyone is smiling .	不是每个人都在笑。
7918	now i need you to leave .	现在我需要你离开。
7919	our baby can't talk yet .	我家宝宝还不会说话。
7920	our flight was canceled .	我们的航班被取消了。
7921	our wallets were stolen .	我们的钱包被偷了。
7922	paper is made from wood .	纸是由木制成的。
7923	people can't keep quiet .	人们无法保持沉默。
7924	perhaps it was worth it .	可能是值得的。
7925	please bring me my bill .	请把帐单给我。
7926	please come to my house .	请来我家吧。
7927	please give me the menu .	请给我菜单。
7928	please hold on a moment .	请稍等一下。
7929	please keep it a secret .	请保密。
7930	please keep me informed .	请通知我。
7931	please keep this secret .	请保守这个秘密。
7932	please leave right away .	请马上离开。
7933	please pass me the salt .	请把盐递给我。
7934	please save electricity .	请节约用电。
7935	please say it once more .	请再说一次。
7936	please send me a letter .	请寄信给我。
7937	please show me the menu .	请给我菜单。
7938	please show me your bag .	请让我看看你的袋子。
7939	please show your ticket .	请出示您的票子。
7940	please tell me about it .	请告诉我关于它的事情。
7941	please write with a pen .	请用钢笔写。
7942	put it back on the desk .	把它放回桌子上。
7943	put it out of your mind .	别去想它。
7944	school starts next week .	学校下周开学。
7945	she always smiles at me .	她总是对我微笑。
7946	she asked him questions .	她问了他问题。
7947	she asked me a question .	她问了我一个问题。
7948	she came home very late .	她很晚回家。
7949	she can't write or read .	她不会读书写字。
7950	she cried her heart out .	她哭得肝肠寸断。
7951	she does not like sushi .	她不喜欢寿司。
7952	she doesn't like soccer .	她不喜欢足球。
7953	she gave me a shy smile .	她给了我一个腼腆的笑容。
7954	she gave us lots to eat .	她给了我们很多吃的东西。
7955	she got wet to the skin .	她浑身湿透了。
7956	she has attractive eyes .	她有一双迷人的眼睛。
7957	she has plenty of books .	她有大量的书。
7958	she hates green peppers .	她讨厌青椒。
7959	she is a charming woman .	她是个有有魅力的女性。
7960	she is already sleeping .	她已经睡下了。
7961	she is dressed in white .	她穿着白色的衣服。
7962	she is having lunch now .	她现在正在吃午餐。
7963	she is not always happy .	她不总是高兴。
7964	she liked him right off .	她立刻喜欢上他了。
7965	she likes walking alone .	她喜欢独自散步。
7966	she lived a lonely life .	她的生活很寂寞。
7967	she made him a new coat .	她为他做了件新大衣。
7968	she made him a new suit .	她为他做了一套新衣服。
7969	she must be over eighty .	她肯定超过80岁了。
7970	she must have been sick .	她一定是生病了。
7971	she said she had a cold .	她说她感冒了。
7972	she seems to be unhappy .	她看起来不幸福。
7973	she seems to be unhappy .	她看起来不快乐。
7974	she showed me her album .	她给我看她的相簿。
7975	she spoke japanese well .	她日语说的很好。
7976	she studies mathematics .	她学习数学
7977	she took care of my dog .	她照顾了我的狗。
7978	she understands you now .	她现在了解你。
7979	she was aching all over .	她全身都疼。
7980	she was born in america .	她生在美洲。
7981	she was dressed in wool .	她穿著羊毛衣。
7982	show me another example .	再给我举个例子。
7983	so , what'll you give me ?	那你会给我什么？
7984	so , where's the problem ?	所以，哪里有问题？
7985	someone is watching you .	有人在看著你。
7986	someone yelled for help .	有人呼救。
7987	sometimes i hate myself .	偶尔我会讨厌我自己。
7988	sometimes you get lucky .	你有时候真走运。
7989	sorry , i made a mistake .	对不起，我错了。
7990	sorry , what's your name ?	不好意思，你的名字是什么？
7991	spell your name , please .	请拼一下您的名字。
7992	stay out of my business .	别管我的事。
7993	swimming is easy for me .	游泳对我来说很容易。
7994	take a book and read it .	拿本书读！
7995	take whichever you want .	拿你想要的。
7996	tell tom what you heard .	把你听到的告诉汤姆。
7997	tell us what to do next .	告诉我们下一步该怎么做。
7998	thank you for yesterday .	昨天的事真的要谢谢您了。
7999	thank you just the same .	还是要说谢谢的。
8000	thanks for the memories .	感谢那些回忆。
8001	that book is a new book .	那本书是一本新书。
8002	that changed everything .	那改变了一切。
8003	that doesn't make sense .	这没有任何意义。
8004	that factory makes toys .	那家工厂生产玩具。
8005	that one is really good .	那个真好。
8006	that river is dangerous .	那条河是危险的。
8007	that smells like cheese .	那闻起来像奶酪。
8008	that was three days ago .	这是三天之前了。
8009	that was you , wasn't it ?	那就是你，不是么？
8010	that's a bad day for me .	那天我不行。
8011	that's a huge challenge .	这是一个巨大的挑战。
8012	that's absolutely right .	那是绝对正确的。
8013	that's all i could find .	那是我所有能找到的。
8014	that's an original idea .	那是原创的想法。
8015	that's why he got angry .	那就是他生气的理由。
8016	the airport is close by .	机场很近。
8017	the baby started crying .	宝宝开始哭了。
8018	the baby started to cry .	宝宝开始哭了。
8019	the bell rings at eight .	铃声在八点钟响起。
8020	the books here are mine .	这儿的书是我的。
8021	the box is almost empty .	盒子几乎是空的。
8022	the boy feared the dark .	这个男孩害怕黑夜。
8023	the boy is eating bread .	这个男孩子在吃面包。
8024	the boy remained silent .	男孩依旧沉默不语。
8025	the butterfly flew away .	蝴蝶飞走了。
8026	the castle is beautiful .	这个城堡好美。
8027	the castle is beautiful .	城堡好美。
8028	the cat caught the rats .	猫抓住了老鼠。
8029	the contract was signed .	契约签订了。
8030	the cup is on the table .	杯子在桌上。
8031	the desk drawer is open .	办公桌的抽屉是开着的。
8032	the girl tore the cloth .	那个女孩把布撕了。
8033	the hawk caught a mouse .	这只鹰抓到一只老鼠。
8034	the heater doesn't work .	暖气坏了。
8035	the house was in flames .	房子被火吞噬了。
8036	the house was in flames .	房子着火了。
8037	the jet landed at tokyo .	这架客机降落在东京了。
8038	the letter was finished .	信写完了。
8039	the moon is already out .	月亮已经出来了。
8040	the music was very loud .	那音乐声音十分响。
8041	the news distressed her .	新闻使她不安。
8042	the news made her happy .	这消息让她很高兴。
8043	the party was a success .	晚会很成功。
8044	the plan isn't workable .	计划行不通。
8045	the policeman was drunk .	警察醉了。
8046	the radio is a bit loud .	收音机的声音有点响。
8047	the serpent tempted eve .	蛇诱惑了夏娃。
8048	the sheet is on the bed .	床单在床上。
8049	the short answer is yes .	短回答是是。
8050	the shower doesn't work .	淋浴坏了。
8051	the storm has died down .	暴风雨平息下来了。
8052	the sum of 5 and 3 is 8 .	五和三的总和是八。
8053	the toilet is backed up .	厕所塞住了。
8054	the train leaves at six .	火车6点出发。
8055	the water turned to ice .	水结成冰了。
8056	there is a fork missing .	少一把叉子。
8057	there is a page missing .	有一页缺了。
8058	there's a back entrance .	有后门。
8059	there's some water left .	还剩一点水。
8060	these dirty socks stink .	脏袜子散发臭气。
8061	these pants fit me well .	我穿这条裤子很合身。
8062	these pants fit me well .	这些裤子我穿起来很合身。
8063	these ruins are ancient .	这些废墟年代久远。
8064	they adopted the orphan .	他们收养了那个孤儿。
8065	they always skip school .	他们总是逃学。
8066	they are bitter enemies .	他们是仇敌。
8067	they attacked the enemy .	他们进攻了敌人。
8068	they attacked the enemy .	他们袭击敌人。
8069	they changed the system .	他们改变了制度。
8070	they didn't act quickly .	他们没有立刻行动。
8071	they don't have to know .	他们不需要知道。
8072	they freed the prisoner .	他们释放了犯人。
8073	they got here yesterday .	他们昨天到这里的。
8074	they got into the train .	她们上了火车。
8075	they got out of the car .	他们下了车。
8076	they know what happened .	他们知道发生了什么。
8077	they laughed at my idea .	他们嘲笑我的想法。
8078	they moved ahead slowly .	他们慢慢地向前进。
8079	they took our passports .	他们拿了我们的护照。
8080	they were going to lose .	他们要输了。
8081	they'll understand that .	他们会明白。
8082	they're self-sufficient .	他们自给自足。
8083	they're speaking french .	他们在说法语。
8084	they're still in boston .	他们还在波士顿。
8085	this apple is too small .	这个苹果太小。
8086	this book is really old .	这本书真的很旧。
8087	this book is very thick .	这本书非常厚。
8088	this diamond isn't real .	这颗钻石不是真的。
8089	this dictionary is mine .	这本字典是我的。
8090	this fish is not edible .	这条鱼不能吃了。
8091	this is a crucial point .	这是一个关键点。
8092	this is a defibrillator .	这是一个除颤器。
8093	this is a good hospital .	这是一家好医院。
8094	this is a good textbook .	这本课本很好。
8095	this is a stupid design .	这份设计很蠢。
8096	this is a very old book .	这是本很旧的书。
8097	this is an old building .	这是幢老楼。
8098	this is really terrible .	这真可怕。
8099	this orange is too sour .	这个柳橙太酸了。
8100	this paragraph is vague .	这一个段落是模糊不清的。
8101	this probably means war .	这很可能意味着战争。
8102	this program is a rerun .	这个节目是重播。
8103	this smells like cheese .	这有一股芝士的味道。
8104	this turkey tastes good .	这只火鸡味道很好。
8105	this will keep you warm .	这个能保暖。
8106	those flowers have died .	那些花已经枯死了。
8107	those flowers have died .	那些花死了。
8108	those men are canadians .	那些男人是加拿大人。
8109	tickets are on sale now .	现在售票。
8110	tom and i are teammates .	汤姆和我是队友。
8111	tom and mary were alone .	汤姆和玛丽单独在一起。
8112	tom applied for the job .	汤姆申请了这份工作。
8113	tom can't get over mary .	汤姆不能原谅玛丽。
8114	tom certainly is greedy .	汤姆确实是贪心的。
8115	tom clenched the shovel .	汤姆握紧了铲子。
8116	tom couldn't see anyone .	汤姆看不到任何人。
8117	tom decided not to wait .	汤姆决定不再等了。
8118	tom didn't talk to mary .	汤姆没跟玛丽说话。
8119	tom didn't want to come .	汤姆不想来。
8120	tom died in an accident .	汤姆在一场意外中丧生。
8121	tom died in his kitchen .	汤姆是在自家厨房里死的。
8122	tom doesn't like boston .	汤姆不喜欢波士顿。
8123	tom doesn't like cheese .	汤姆不喜欢乳酪。
8124	tom doesn't like soccer .	汤姆不喜欢足球。
8125	tom embraced his father .	汤姆拥抱了他的父亲。
8126	tom got out of the jeep .	汤姆从吉普车上下来了。
8127	tom got out of the taxi .	汤姆从出租车上下来了。
8128	tom had a strange dream .	汤姆做了个奇怪的梦。
8129	tom has a beautiful car .	tom有台靓车。
8130	tom has his own bedroom .	汤姆有他自己的房间。
8131	tom hasn't finished yet .	汤姆还没完成。
8132	tom headed out the door .	汤姆向门走去。
8133	tom hid under the table .	tom躲在桌子底下。
8134	tom is a french teacher .	汤姆是法语老师。
8135	tom is a friend of mine .	汤姆是我朋友中的其中一位。
8136	tom is a grumpy old man .	汤姆是个脾气暴躁的老人。
8137	tom is a little worried .	汤姆有点担心。
8138	tom is a strange person .	汤姆是个怪人。
8139	tom is a violin teacher .	汤姆是小提琴教师。
8140	tom is an ignorant fool .	汤姆是个无知的傻子。
8141	tom is away on vacation .	汤姆度假去了。
8142	tom is building a house .	汤姆在盖房子。
8143	tom is coming next week .	汤姆下周会来。
8144	tom is fluent in french .	汤姆的法语说的很流畅。
8145	tom is getting paranoid .	汤姆越来越多疑了。
8146	tom is going to help us .	汤姆要帮助我们。
8147	tom is my older brother .	tom是我哥哥。
8148	tom is reading an essay .	汤姆在读一篇短文。
8149	tom is taking a day off .	汤姆在休一天假。
8150	tom is taller than i am .	汤姆比我高。
8151	tom is thirty years old .	汤姆今年三十岁。
8152	tom is watching a video .	汤姆在看影片。
8153	tom isn't a good person .	汤姆不是好人。
8154	tom isn't a good worker .	汤姆不是个好工人。
8155	tom isn't going to stop .	汤姆不会停。
8156	tom just shook his head .	汤姆只是摇摇头。
8157	tom just wants my money .	汤姆就是想要我的钱。
8158	tom kissed mary's cheek .	汤姆吻了玛丽的脸颊。
8159	tom knew how to do that .	汤姆知道怎么做那事。
8160	tom knows mary was here .	汤姆知道玛丽在这里。
8161	tom knows that you know .	汤姆知道你知道。
8162	tom looked at his notes .	汤姆看了看笔记。
8163	tom nearly died tonight .	汤姆昨晚差点死了。
8164	tom needs encouragement .	汤姆需要鼓励。
8165	tom never saw her again .	汤姆没再见过她。
8166	tom picked up the knife .	汤姆拿起了刀。
8167	tom played with his dog .	汤姆和他的狗玩。
8168	tom put down his pencil .	汤姆放下他的铅笔。
8169	tom regrets his mistake .	汤姆为他的错误后悔。
8170	tom respects his elders .	tom尊敬他的长辈。
8171	tom ripped out the page .	汤姆把这一页撕掉了。
8172	tom runs faster than me .	汤姆跑得比我快。
8173	tom said he was curious .	汤姆说他很好奇。
8174	tom said you were angry .	汤姆说，你们生气了。
8175	tom sat on a tree trunk .	汤姆坐在了树干上。
8176	tom says he left a note .	汤姆说他留了张便条。
8177	tom says he needs a nap .	汤姆说他需要午睡。
8178	tom says he's very rich .	汤姆说他很有钱。
8179	tom should be here soon .	汤姆应该很快就到。
8180	tom thinks there's hope .	汤姆认为有希望。
8181	tom told me what to say .	汤姆告诉我该说什么。
8182	tom wanted to punish me .	汤姆要惩罚我。
8183	tom was already at work .	汤姆已经在上班了。
8184	tom was late for dinner .	汤姆晚餐迟到了。
8185	tom wasn't in australia .	汤姆不在澳大利亚。
8186	tom works in a bank now .	汤姆现在在银行上班。
8187	tom's hands are shaking .	汤姆的手在颤动。
8188	tomorrow is my birthday .	明天是我生日。
8189	try to keep from crying .	试著不要哭。
8190	turn left at the corner .	请在那个拐角左转。
8191	turn the flame down low .	把火转小一点。
8192	water is very important .	水非常重要。
8193	we are a family of five .	我家有5口人。
8194	we are a family of four .	我家有四个人。
8195	we bought a round table .	我们买了张圆桌。
8196	we didn't bring it back .	我们没把它带回来。
8197	we didn't need to hurry .	我们没必要急。
8198	we don't have any water .	我们没水。
8199	we don't live in boston .	我们不住在波士顿。
8200	we gave him up for dead .	我们为死者放弃了他。
8201	we got lost in the snow .	我们在雪地里迷了路。
8202	we got on the bus there .	我们在那里上了公共汽车。
8203	we had a large audience .	我们有很多听众。
8204	we had to live together .	我们要在一起生活。
8205	we have a test tomorrow .	我们明天有个测验。
8206	we have dinner at seven .	我们七点吃晚饭。
8207	we have only one chance .	我们只有一次机会。
8208	we let him keep the dog .	我们让他养狗。
8209	we made it out of there .	我们从那里逃了出来。
8210	we need to buy a new tv .	我们需要买新电视机。
8211	we ordered chinese food .	我们点了中餐。
8212	we ran three kilometers .	我们跑了三公里。
8213	we rented the apartment .	我们租了公寓。
8214	we still don't know why .	我们仍然不知道为什么。
8215	we still have more time .	我们仍然有更多的时间。
8216	we'd better wake tom up .	我们最好叫醒汤姆。
8217	we'll always be friends .	我们永远都会是朋友。
8218	we're at war with japan .	我们在跟日本打仗。
8219	we're fellow countrymen .	我们是同胞。
8220	we're going out tonight .	我们今晚出去。
8221	we've been watching you .	我们在看着你。
8222	well begun is half done .	有好的开始 , 工作就完成了一半。
8223	well begun is half done .	好的开始是成功的一半。
8224	were you looking at him ?	你在看他吗 ?
8225	were you out last night ?	昨晚你出去了吗？
8226	what i'm saying is true .	我说的是真的。
8227	what a beautiful flower !	多漂亮的花啊 !
8228	what a wonderful family .	多美好的家庭啊！
8229	what are you crying for ?	你为什么哭？
8230	what are you doing here ?	你在这里做什么？
8231	what are you doing , dad ?	爸爸，你在干吗？
8232	what are you doing , dad ?	爸，你干啥呢？
8233	what are you driving at ?	你想暗示什么？
8234	what are you driving at ?	你在暗示什么？
8235	what are you driving at ?	您在暗示什么？
8236	what are you driving at ?	你们在暗示什么？
8237	what are you getting at ?	你想暗示什么？
8238	what are you hinting at ?	你在暗示什么？
8239	what are you hinting at ?	您在暗示什么？
8240	what are you hinting at ?	你们在暗示什么？
8241	what are you looking at ?	你在看什么？
8242	what are you looking at ?	你在看什么？
8243	what are you staring at ?	你在看什么？
8244	what color is your hair ?	您的头发是什么颜色的？
8245	what did you want to do ?	你以前想做什么？
8246	what do you think of it ?	你觉得怎么样？
8247	what do you think of it ?	你认为如何 ?
8248	what do you think of it ?	你对这件事有什么看法？
8249	what do you want it for ?	您要它干什么？
8250	what do you want it for ?	你要它干什么？
8251	what do you want to eat ?	你想吃什么？
8252	what does pta stand for ?	pta代表什么意思？
8253	what does he want to do ?	他到底想干嘛？
8254	what does it sound like ?	那听起来像什么 ?
8255	what does this pen cost ?	这支钢笔要多少钱？
8256	what does this pen cost ?	这支笔多少钱 ?
8257	what have i got to lose ?	我要失去什么？
8258	what have you told them ?	你告诉了他们什么？
8259	what is gestalt therapy ?	什么是格式塔疗法？
8260	what is aspirin made of ?	阿司匹林是用什么做的？
8261	what is your house like ?	你的房子如何？
8262	what is your occupation ?	你做什么工作？
8263	what sports do you like ?	你喜欢什么运动？
8264	what time does it start ?	什么时候开始？
8265	what're you doing there ?	你在那里做什么呢？
8266	what're you going to do ?	你要做什么？
8267	what're you laughing at ?	你在笑什么呢？
8268	what're you laughing at ?	在笑什么呢？
8269	what're you waiting for ?	还在等什么呢！
8270	what's tom's blood type ?	汤姆的血型是甚么？
8271	what's that bird called ?	那只鸟叫什么名字？
8272	what's the weather like ?	天气怎么样？
8273	when are you going home ?	你什么时候要回家 ?
8274	when are you going home ?	你什么时候回家？
8275	when did you go to work ?	你什么时候上班？
8276	when it rains , it pours .	祸不单行。
8277	where are the elevators ?	电梯在哪里？
8278	where are you right now ?	你现在在哪里？
8279	where can i catch a bus ?	我可以在哪里搭公车？
8280	where can i take a bath ?	我能在哪里洗澡？
8281	where did you come from ?	你从哪里来？
8282	where do you want to go ?	你要去哪里？
8283	where do you want to go ?	你想去哪里 ?
8284	where do you want to go ?	你们要去哪里？
8285	where does she live now ?	她现在住在哪儿？
8286	where else should we go ?	我们要去其他的什么地方？
8287	where is the stage door ?	请问剧场后门在哪？
8288	where's the dining room ?	餐厅在哪里？
8289	who are my real parents ?	谁才是我真正的父母？
8290	who are you waiting for ?	你在等谁 ?
8291	who do you think we are ?	你认为我们是谁？
8292	who else knows about it ?	还有谁知道它？
8293	who else uses this room ?	还有谁用这个房间？
8294	who told you about this ?	这件事是谁告诉你的？
8295	who wants hot chocolate ?	谁要热巧克力？
8296	who were you talking to ?	你跟谁说话呢？
8297	who were you talking to ?	你和谁说话呢？
8298	who wrote these stories ?	谁写了这些故事？
8299	who's worried about tom ?	谁担心汤姆？
8300	why are the police here ?	为什么这有警察？
8301	why can't ostriches fly ?	为什么鸵鸟不会飞？
8302	why can't we have pizza ?	为什么我们不能要比萨？
8303	why did you cry so much ?	你为甚么哭得这么厉害？
8304	why do you need my help ?	你为甚么需要我帮助？
8305	why don't you stay here ?	你为什么不留在这里？
8306	why wasn't tom arrested ?	为甚么汤姆没被捕？
8307	will i see you tomorrow ?	我明天能见到你吗？
8308	will tom really do that ?	汤姆真要做吗？
8309	winners don't use drugs .	优胜者不使用药物。
8310	would you do me a favor ?	你能帮我一个忙吗？
8311	write your address here .	在这里写下你的地址。
8312	yes , i have a good idea .	是的，我有一个好主意。
8313	you are as tall as i am .	你和我一样高。
8314	you are free to go home .	你随时可以回家。
8315	you are in a safe place .	您在一个安全的地方。
8316	you are very courageous .	您非常勇敢。
8317	you aren't kids anymore .	你们不再是小孩了。
8318	you can delete that now .	你现在可以删除它。
8319	you can start right now .	你现在可以开始了。
8320	you can swim , can't you ?	你会游泳 , 不是吗？
8321	you can't buy happiness .	幸福是买不到的。
8322	you can't depend on tom .	你不能靠汤姆。
8323	you can't keep a secret .	你不能有秘密。
8324	you don't have to hurry .	你不必著急。
8325	you don't know who i am .	您不知道我是谁。
8326	you don't look so happy .	你看来不大高兴。
8327	you don't need to hurry .	你不必著急。
8328	you don't need to worry .	你不必著急。
8329	you dropped your pencil .	你把你的铅笔弄掉了。
8330	you hardly ate anything .	你们几乎什么都没有吃。
8331	you hate tom , don't you ?	你恨汤姆，不是么？
8332	you have beautiful eyes .	你的眼睛真漂亮。
8333	you have beautiful hair .	你的头发很漂亮。
8334	you have beautiful legs .	你有着漂亮的腿。
8335	you have beautiful lips .	你的嘴唇很漂亮。
8336	you have done very well .	你做得很好。
8337	you have plenty of time .	你有足够的时间。
8338	you look really nervous .	你看起来真的很紧张。
8339	you look very dignified .	你看起来很威严。
8340	you must do it yourself .	你应该自己做。
8341	you must pay in advance .	您必须预先付钱。
8342	you must've been asleep .	你一定睡著了。
8343	you or i will be chosen .	你或者我会被选中。
8344	you ought not to go out .	你不应该出门。
8345	you owe me thirty bucks .	你欠我三十美元。
8346	you really are an idiot .	你真的是（一）个笨蛋。
8347	you really are hopeless .	你真的是一点希望也没有。
8348	you remind me of myself .	你让我想起我自己。
8349	you should check it out .	你应该检查一下。
8350	you should do that soon .	你应该很快那样做。
8351	you should go in person .	你应该亲自去。
8352	you should have done so .	你本应该这样做的。
8353	you should have seen it .	您本应该看看它的。
8354	you should not go alone .	你不应该一个人去。
8355	you should quit smoking .	你应该戒烟。
8356	you should see a doctor .	你应该去看医生。
8357	you should study harder .	你应该更努力学习。
8358	you should take up golf .	你应该开始从事高尔夫。
8359	you shouldn't wait here .	你不应该在这里等。
8360	you swim better than me .	你游泳游得比我好。
8361	you'd better do it soon .	你最好尽快去做。
8362	you'd better not go out .	你最好不要出门。
8363	you'll understand later .	你晚一会就能明白。
8364	you're absolutely right .	你完全是对的。
8365	you're absolutely right .	你完全正确。
8366	you're being too modest .	你太谦虚了。
8367	you're driving too fast .	你开得太快了。
8368	you're everything to me .	你是我的一切。
8369	you're really beautiful .	你真的很漂亮。
8370	you're really something .	你太能干了。
8371	you're really wonderful .	你真是太好了。
8372	you're the one who quit .	你是退出的那一个。
8373	you're very resourceful .	你鬼点子真多。
8374	you're walking too fast .	您走太快了。
8375	you're wasting our time .	你在浪费我们时间。
8376	you've got to apologize .	你应该道歉。
8377	you've got to be joking !	你一定是开玩笑！
8378	you've got to be joking .	你一定是开玩笑！
8379	you've never been happy .	你从来没有快乐过。
8380	your dress is very nice .	你的穿著非常好。
8381	your wife is mad at you .	你太太在生你的气。
8382	"""i'll be back ,"" said tom ."	“我会回来，”汤姆说。
8383	a light bulb gives light .	灯泡发光。
8384	a truck ran over our dog .	一辆卡车辗过一只狗。
8385	a unicycle has one wheel .	一辆独轮车有一个轮子。
8386	a year has twelve months .	一年有十二个月。
8387	add a tiny pinch of salt .	加一丁点盐。
8388	all i want is my freedom .	我只要自由。
8389	all of them are not poor .	他们都不穷。
8390	all of you did good work .	你们所有的人都做得很好。
8391	am i allowed to use this ?	能让我用这个吗？
8392	any comments are welcome .	欢迎作任何评论。
8393	are these your daughters ?	这些人是你的女儿吗？
8394	are you able to prove it ?	你能证明吗 ?
8395	are you also from boston ?	你也是从波士顿来的吗？
8396	are you coming next week ?	你下周来吗？
8397	are you here on business ?	你来这里出差的？
8398	are you hiding something ?	你是不是瞒着我什么？
8399	are you looking for work ?	你是在找工作吗？
8400	are you looking for work ?	你在找工作吗？
8401	are you making fun of me ?	你在嘲笑我吗？
8402	are you not feeling well ?	你身体不舒服吗？
8403	are you on the committee ?	你是委员会中的成员吗？
8404	are you ready to proceed ?	准备好继续了吗？
8405	are you studying english ?	你在研读英语吗？
8406	are you writing a letter ?	你在写信吗？
8407	are you writing a letter ?	你在写信吗 ?
8408	as for me , i'm satisfied .	就我而言，我很满意。
8409	ask your dad to help you .	请你父亲帮你。
8410	at last , the bus stopped .	公车最终停了下来。
8411	beauty is only skin deep .	美貌只是表面性的东西。
8412	big fish eat little fish .	大鱼吃小鱼。
8413	both tom and i are tired .	汤姆和我都累了。
8414	bread is made from flour .	面包是面粉做的。
8415	bread is made from wheat .	面包是用小麦做成的。
8416	call me at 9:00 tomorrow .	明天九点打电话给我吧。
8417	can i ask you a question ?	我可以问你个问题吗？
8418	can i ask you a question ?	我能问您一个问题吗？
8419	can i ask you a question ?	我可以问您一个问题吗？
8420	can i pay by credit card ?	我可以用信用卡付帐吗 ?
8421	can i stay here with you ?	我可以和你一起待在这儿吗？
8422	can i stay here with you ?	我可以和你一起呆在这里吗？
8423	can i take pictures here ?	我能在这里拍照吗？
8424	can i try on this jacket ?	我可以试穿这件外套吗？
8425	can i use your telephone ?	我能用你的电话吗？
8426	can we speak in the hall ?	我们能在走廊里说话吗？
8427	can you copy this for me ?	你能替我拷贝这个吗？
8428	can you help me a little ?	你能帮我一点忙吗？
8429	can you hold on a second ?	你能等一下吗？
8430	can you pass me the milk ?	可以把牛奶递给我吗？
8431	can you stay for a while ?	你能待一会吗？
8432	can you turn the tv down ?	您能把电视开小声点吗？
8433	certainly she is correct .	当然，她是正确的。
8434	cheese is made from milk .	奶酪是用奶做成的。
8435	christmas is almost here .	圣诞节快到了。
8436	christmas is approaching .	圣诞节快到了。
8437	christmas is soon , right ?	圣诞节很快就到了，对吗？
8438	clearly you are mistaken .	显然的，你错了。
8439	coal is not always black .	煤并不一定都是黑的。
8440	come and see me tomorrow .	明天来看看我。
8441	come as soon as possible .	尽早来。
8442	come in , the door's open .	进来 , 门是开的。
8443	could i park my car here ?	我能把我的车停在这儿吗？
8444	could you drive tom home ?	你能载汤姆回家吗？
8445	did tom show an interest ?	汤姆感兴趣吗？
8446	did you brush your teeth ?	你刷过牙没有？
8447	did you give tom the key ?	你把钥匙给汤姆了吗？
8448	did you have a good rest ?	休息好吗？
8449	did you have a good time ?	你度过愉快的时光了吗？
8450	did you hear what i said ?	你听见我说的了吗？
8451	did you know that before ?	你之前知道那个吗？
8452	did you pay for the book ?	你付钱买这本书了吗 ?
8453	did you read the article ?	你看文章了没？
8454	did you watch tv tonight ?	你今晚看电视了吗？
8455	do it when you have time .	你有时间再做吧。
8456	do we have enough chairs ?	我们的椅子够吗？
8457	do whatever he tells you .	他跟你说什么，你就做什么。
8458	do you believe in ghosts ?	你相信有幽灵吗？
8459	do you believe in ghosts ?	你相信鬼存在吗？
8460	do you believe in ghosts ?	你相信有鬼魂吗？
8461	do you feel like resting ?	你感觉轻松吗？
8462	do you have a cell phone ?	你有手机吗？
